ppt,nLL,AIC,specificity,theta_cntrst,theta_target
37,22.180709777918246,50.36141955583649,1.539671536256502e+24,1.4311012222351079e-11,1.2895663024517093e-52
38,17.643035087310132,41.286070174620264,4.402359296691367,7.251957854515521e-16,0.5655241451484724
39,-0.0,6.0,0.6214194744709676,4.65464485147146,42.036345132024884
40,19.01216072719483,44.02432145438966,177.84096430462168,0.9382696301524948,4.8773945123818754e-49
41,-0.0,6.0,0.6214194744709676,4.65464485147146,42.036345132024884
42,22.107591685026208,50.215183370052415,2.860848987522076e-08,5.501041522840541e-32,13043137.867991747
43,11.519970865714328,29.039941731428655,4.714228352904656,1.1259957503427513,0.4571105453510395
44,13.639040337904419,33.27808067580884,0.8359144849966782,0.9492986255996282,0.07554962339779407
45,21.650565909274285,49.30113181854857,6.560595578843498e-08,5.220180474773772e-06,2782568.678697139
46,4.449945550551713,14.899891101103426,565.7468249921724,3.4339872040820523,3.7663429532755964e-12
47,4.449945550551716,14.899891101103432,1003.136255570482,3.433878067044151,0.00010918206392148108
48,17.865390070777295,41.73078014155459,2.2583593919328075,0.7988892265741786,9.613472551473896e-12
49,-0.0,6.0,0.37486405092007663,5.413390831586858,53.18769071554857
50,4.449945550551712,14.899891101103425,255.47162610051782,3.433987184634478,3.943720256345656e-10
51,21.900553044131556,49.80110608826311,14.201689606420521,3.56907407848746e-41,0.17957929578211831
52,12.05664516020597,30.11329032041194,834.7084224247643,3.895964189736197e-08,1.945910110237855
53,21.854511346480557,49.70902269296111,1.0842308212792192e-07,766476.1065865718,0.024196480200444497
54,-0.0,6.0,0.48939189180511644,3.603075255313781,26.333836554466583
55,19.56081227317857,45.12162454635714,1.4289029806023217e-07,1.542708515269221e-123,3342346.438949052
56,16.15122555261141,38.30245110522282,1.738346743588491e-07,1.106860716785334,2867016.0068839015
57,4.449945550551721,14.899891101103442,1958.6996845775896,3.4339423981595534,4.4758812168081784e-05
58,9.662631779022584,25.32526355804517,16.913950238928418,1.2683684196891453e-09,2.006256585636327
59,22.122769353313547,50.245538706627094,0.9739081431627048,0.12244253327477007,0.015380510279875158
60,6.188823636187648,18.377647272375295,19.741185764191773,0.7764457460485807,1.292000366106527
61,7.689847908007757,21.379695816015513,6.067476344441113e-08,5.417117356476799e-24,19785184.14328488
62,6.1688342170560855,18.33766843411217,2.1617679504488296,2.0104155744775696,0.4176809852856659
63,11.447465818139323,28.894931636278645,0.9051922187915187,1.1134489490688637,5.7792418470394025e-09
64,19.874763985767842,45.749527971535684,724.9593562958589,0.7884573501702224,6.208532769563846e-22
65,14.626105471466882,35.252210942933765,4.8490675835122286,1.181081812131621,0.02090608018656014
66,22.180709777918246,50.36141955583649,1510.521909131616,6.472894932689958e-22,3.7853431693751516e-12
67,4.254594389606627,14.509188779213254,17.09315658082276,0.1780980995446034,2.762029852637478
68,20.591729696617286,47.18345939323457,288.3725122166816,0.6466271565812867,7.55958490023588e-18
69,12.011465752964991,30.022931505929982,26.08096512804237,3.476925558489363e-130,1.8700800621342475
70,12.056645160205974,30.11329032041195,73.02559852117477,1.9459101283713525,9.096434039172679e-20
71,16.80390503606735,39.6078100721347,28.983248935470375,1.2573982576034375,8.581976692230043e-43
72,7.2511581913826335,20.502316382765265,1.216547351982087e-07,3.085697475601436e-07,6964011.4333694605
73,3.404601819033901,12.809203638067803,6.610969326741555e-08,1.5419628380674053e-37,26836800.241776973
74,7.084316004716664,20.168632009433328,1.0094380418051333e-07,1.8010779594250786e-44,6260953.296434635
75,4.372888784781444,14.745777569562888,105.42027507957883,3.914266014498212e-05,3.2621098968382305
76,22.180709777918246,50.36141955583649,1e-10,2.377435987578333e-10,5.319357135908931e-06
77,-0.0,6.0,0.32946141276161917,4.832763119505467,79.84400916112648
78,3.9363326133244567,13.872665226648913,7.390723312023484,1.5846183739028599,0.045305662757797516
79,6.515864037763421,19.031728075526843,7.64817799092602e-08,13096523.263771215,0.04717021318096555
80,21.459977750296957,48.919955500593915,6.550255231948259,0.40252317250069847,2.74391329196146e-83
81,20.492323079228612,46.984646158457224,5.626335520380533,2.91634374286431e-18,0.5287328511304578
82,22.180709777918246,50.36141955583649,21116.19780758438,8.205195852675109e-30,1.9341124559181496e-16
83,22.116918702416598,50.233837404833196,43.044194358770284,0.1223615001134893,3.1762231226696008e-46
84,20.721331594293414,47.44266318858683,3.1627534094023786,8.446596642153752e-07,0.6147692483094432
85,11.595102617851364,29.190205235702727,5.39436379163127,1.6338178587054561,1.2492057310378926e-13
86,3.7339507568221064,13.467901513644213,46.037484019312615,0.007989513909070574,2.5778633871657366
87,22.180709777918246,50.36141955583649,21116.19780758438,8.205195852675109e-30,1.9341124559181496e-16
88,20.591729696617286,47.18345939323457,1554.6214882791826,0.6466267857563713,3.88778838476132e-07
89,20.214204829767308,46.428409659534616,3.0914254150645473,0.003673099382953359,0.5180494459888311
90,11.175519786603346,28.35103957320669,1.3580062886226102e-07,1.3855826857888844e-19,3884379.9416816914
91,7.175388112905289,20.350776225810577,3.9428551161285332,1.1930593461105288,0.0015733821225166833
92,10.964937288066825,27.92987457613365,1.3671551445080814e-07,1.2510012115005076e-08,5630086.994575379
93,9.860394353522029,25.720788707044058,33.77326426948079,0.10903432732467527,1.9104153764415872
94,11.68971812983312,29.37943625966624,0.603622018993947,3.2685511995968444,0.4171437313832711
95,3.906335186094758,13.812670372189515,9.513114864972934,0.36051545424677045,1.835513871603989
96,22.180709777918246,50.36141955583649,1285943.6816699533,2.0210494876144715e-16,2.7222364210425496e-19
97,-0.0,6.0,416.8880559518824,5.945886681343115,33.846809428331085
98,7.440937939973377,20.881875879946755,14.451024077019962,5.54930573748063e-16,2.298487106480827
99,13.374549275943897,32.7490985518878,1.6413535673241804e-07,4310296.361513882,5.3285644662230845e-06
100,20.518929712546637,47.037859425093274,1.8517767826674372,0.8308863969469215,4.105322862854649e-11
101,-0.0,6.0,1.0000000001000011,4.086257154307333,15.164152551566342
